Source: https://www.open.nrw/dataset/jahresubersicht-der-dauerzahlstellen-radverkehr-seit-2012-d;;;;;
;;;;;
location;latitude;longitude;;;
11.04.2021;17:00:00;1;1;8;4
11.04.2021;17:15:00;2;4;8;7
11.04.2021;17:30:00;0;4;12;8
11.04.2021;17:45:00;2;1;6;6
11.04.2021;18:00:00;0;2;8;3
11.04.2021;18:15:00;6;1;12;4
11.04.2021;18:30:00;1;4;6;4
11.04.2021;18:45:00;0;2;12;3
11.04.2021;19:00:00;2;2;6;3
11.04.2021;19:15:00;2;4;5;5
11.04.2021;19:30:00;1;2;5;0
11.04.2021;19:45:00;4;0;5;4
11.04.2021;20:00:00;0;2;7;1
11.04.2021;20:15:00;1;0;4;6
11.04.2021;20:30:00;2;2;0;5
11.04.2021;20:45:00;0;0;2;2
11.04.2021;21:00:00;0;2;2;3
11.04.2021;21:15:00;0;0;4;1
11.04.2021;21:30:00;0;3;3;2
11.04.2021;21:45:00;0;1;4;4
11.04.2021;22:00:00;0;0;2;0
11.04.2021;22:15:00;0;0;0;0
11.04.2021;22:30:00;1;0;0;1
11.04.2021;22:45:00;0;0;2;1
11.04.2021;23:00:00;0;0;0;1
11.04.2021;23:15:00;0;0;1;0
11.04.2021;23:30:00;0;0;0;0
11.04.2021;23:45:00;0;0;1;0
12.04.2021;00:00:00;0;0;2;0
12.04.2021;00:15:00;0;0;0;0
12.04.2021;00:30:00;0;0;0;0
12.04.2021;00:45:00;0;0;0;1
12.04.2021;01:00:00;0;0;0;0
12.04.2021;01:15:00;0;0;0;0
12.04.2021;01:30:00;0;1;0;0
12.04.2021;01:45:00;0;0;0;1
12.04.2021;02:00:00;0;0;0;0
12.04.2021;02:15:00;0;0;0;0
12.04.2021;02:30:00;0;0;0;0
12.04.2021;02:45:00;0;0;0;0
12.04.2021;03:00:00;0;1;1;0
12.04.2021;03:15:00;0;0;1;0
12.04.2021;03:30:00;0;0;0;0
12.04.2021;03:45:00;0;0;0;0
12.04.2021;04:00:00;0;1;0;0
12.04.2021;04:15:00;0;0;0;0
12.04.2021;04:30:00;0;1;1;1
12.04.2021;04:45:00;0;0;0;0
12.04.2021;05:00:00;0;0;1;0
12.04.2021;05:15:00;8;1;3;1
12.04.2021;05:30:00;4;4;3;2
12.04.2021;05:45:00;1;2;3;2
12.04.2021;06:00:00;6;1;8;3
12.04.2021;06:15:00;9;3;3;2
12.04.2021;06:30:00;4;7;8;12
12.04.2021;06:45:00;6;2;9;3
12.04.2021;07:00:00;13;7;9;10
12.04.2021;07:15:00;13;9;15;15
12.04.2021;07:30:00;10;5;22;11
12.04.2021;07:45:00;9;9;35;21
12.04.2021;08:00:00;10;4;21;28
12.04.2021;08:15:00;15;10;28;11
12.04.2021;08:30:00;11;1;33;18
12.04.2021;08:45:00;7;3;31;18
12.04.2021;09:00:00;5;3;21;8
12.04.2021;09:15:00;4;3;12;9
12.04.2021;09:30:00;7;10;19;9
12.04.2021;09:45:00;2;1;13;12
12.04.2021;10:00:00;3;2;13;21
12.04.2021;10:15:00;2;1;9;12
12.04.2021;10:30:00;6;1;16;11
12.04.2021;10:45:00;8;4;18;9
12.04.2021;11:00:00;3;3;14;9
12.04.2021;11:15:00;6;2;16;4
12.04.2021;11:30:00;6;5;17;3
12.04.2021;11:45:00;3;16;21;24
12.04.2021;12:00:00;8;10;24;21
12.04.2021;12:15:00;4;6;13;12
12.04.2021;12:30:00;2;4;14;7
12.04.2021;12:45:00;4;4;19;6
12.04.2021;13:00:00;9;5;15;13
12.04.2021;13:15:00;3;7;14;4
12.04.2021;13:30:00;4;8;13;3
12.04.2021;13:45:00;3;5;15;8
12.04.2021;14:00:00;4;5;13;7
12.04.2021;14:15:00;7;7;22;8
12.04.2021;14:30:00;3;5;20;10
12.04.2021;14:45:00;2;5;16;5
12.04.2021;15:00:00;1;6;16;10
12.04.2021;15:15:00;7;5;12;4
12.04.2021;15:30:00;5;9;25;7
12.04.2021;15:45:00;12;5;14;13
12.04.2021;16:00:00;6;12;23;7
12.04.2021;16:15:00;8;10;23;16
12.04.2021;16:30:00;10;12;24;10
12.04.2021;16:45:00;9;17;28;17
12.04.2021;17:00:00;7;15;21;12
12.04.2021;17:15:00;10;12;25;19
12.04.2021;17:30:00;17;18;30;14
12.04.2021;17:45:00;7;6;37;14
12.04.2021;18:00:00;9;11;26;10
12.04.2021;18:15:00;7;6;34;15
12.04.2021;18:30:00;5;12;31;3
12.04.2021;18:45:00;5;8;19;12
12.04.2021;19:00:00;3;3;15;3
12.04.2021;19:15:00;9;5;14;17
12.04.2021;19:30:00;2;5;20;9
12.04.2021;19:45:00;10;2;15;5
12.04.2021;20:00:00;4;8;10;4
12.04.2021;20:15:00;2;2;13;5
12.04.2021;20:30:00;2;7;13;4
12.04.2021;20:45:00;3;2;3;0
12.04.2021;21:00:00;3;2;3;4
12.04.2021;21:15:00;2;0;5;1
12.04.2021;21:30:00;2;5;5;1
12.04.2021;21:45:00;2;0;1;4
12.04.2021;22:00:00;1;0;4;0
12.04.2021;22:15:00;0;4;3;2
12.04.2021;22:30:00;0;1;0;1
12.04.2021;22:45:00;0;1;2;1
12.04.2021;23:00:00;1;0;1;1
12.04.2021;23:15:00;2;0;1;0
12.04.2021;23:30:00;0;0;1;2
12.04.2021;23:45:00;0;1;1;0
13.04.2021;00:00:00;1;0;0;0
13.04.2021;00:15:00;0;0;0;0
13.04.2021;00:30:00;0;0;1;0
13.04.2021;00:45:00;0;1;0;0
13.04.2021;01:00:00;1;0;0;0
13.04.2021;01:15:00;0;0;0;0
13.04.2021;01:30:00;0;0;0;0
13.04.2021;01:45:00;0;0;0;0
13.04.2021;02:00:00;1;0;0;0
13.04.2021;02:15:00;0;0;0;1
13.04.2021;02:30:00;0;0;2;0
13.04.2021;02:45:00;0;0;0;0
13.04.2021;03:00:00;0;0;0;0
13.04.2021;03:15:00;0;0;0;0
13.04.2021;03:30:00;0;0;1;0
13.04.2021;03:45:00;0;0;0;0
13.04.2021;04:00:00;0;0;0;0
13.04.2021;04:15:00;0;2;0;0
13.04.2021;04:30:00;0;0;0;2
13.04.2021;04:45:00;0;0;0;0
13.04.2021;05:00:00;2;1;1;0
13.04.2021;05:15:00;3;0;2;68
13.04.2021;05:30:00;6;2;7;1
13.04.2021;05:45:00;5;3;3;1
13.04.2021;06:00:00;3;4;1;63
13.04.2021;06:15:00;11;2;6;4
13.04.2021;06:30:00;5;6;9;8
13.04.2021;06:45:00;7;4;8;9
13.04.2021;07:00:00;9;8;11;11
13.04.2021;07:15:00;11;6;16;5
13.04.2021;07:30:00;14;8;27;28
13.04.2021;07:45:00;12;5;37;13
13.04.2021;08:00:00;11;5;29;20
13.04.2021;08:15:00;9;4;30;17
13.04.2021;08:30:00;9;4;30;28
13.04.2021;08:45:00;7;4;34;21
13.04.2021;09:00:00;10;3;18;30
13.04.2021;09:15:00;6;5;9;12
13.04.2021;09:30:00;3;4;22;30
13.04.2021;09:45:00;2;3;19;8
13.04.2021;10:00:00;0;6;14;11
13.04.2021;10:15:00;3;8;14;15
13.04.2021;10:30:00;6;1;16;13
13.04.2021;10:45:00;5;4;14;10
13.04.2021;11:00:00;1;2;23;10
13.04.2021;11:15:00;3;7;18;11
13.04.2021;11:30:00;6;9;20;3
13.04.2021;11:45:00;2;8;27;15
13.04.2021;12:00:00;5;8;22;13
13.04.2021;12:15:00;2;9;24;22
13.04.2021;12:30:00;5;7;27;18
13.04.2021;12:45:00;4;8;26;15
13.04.2021;13:00:00;6;5;26;9
13.04.2021;13:15:00;2;6;25;15
13.04.2021;13:30:00;4;12;11;12
13.04.2021;13:45:00;6;13;29;11
13.04.2021;14:00:00;9;12;20;9
13.04.2021;14:15:00;6;10;27;14
13.04.2021;14:30:00;14;29;25;10
13.04.2021;14:45:00;5;5;32;10
13.04.2021;15:00:00;7;11;34;23
13.04.2021;15:15:00;8;12;21;18
13.04.2021;15:30:00;7;8;24;13
13.04.2021;15:45:00;9;3;32;16
13.04.2021;16:00:00;8;12;30;21
13.04.2021;16:15:00;8;30;28;13
13.04.2021;16:30:00;7;13;32;17
13.04.2021;16:45:00;13;8;27;14
13.04.2021;17:00:00;16;15;43;12
13.04.2021;17:15:00;8;17;43;15
13.04.2021;17:30:00;12;22;44;16
13.04.2021;17:45:00;12;19;43;16
13.04.2021;18:00:00;7;15;39;21
13.04.2021;18:15:00;10;22;27;26
13.04.2021;18:30:00;7;21;38;22
13.04.2021;18:45:00;6;15;37;17
13.04.2021;19:00:00;6;8;32;16
13.04.2021;19:15:00;6;15;25;19
13.04.2021;19:30:00;5;5;20;7
13.04.2021;19:45:00;5;4;20;12
13.04.2021;20:00:00;5;3;18;9
13.04.2021;20:15:00;5;2;8;6
13.04.2021;20:30:00;7;7;15;6
13.04.2021;20:45:00;5;2;8;5
13.04.2021;21:00:00;0;5;9;3
13.04.2021;21:15:00;1;4;6;2
13.04.2021;21:30:00;2;1;2;2
13.04.2021;21:45:00;3;2;8;3
13.04.2021;22:00:00;0;0;4;5
13.04.2021;22:15:00;1;5;2;3
13.04.2021;22:30:00;1;0;6;3
13.04.2021;22:45:00;2;1;3;1
13.04.2021;23:00:00;1;0;2;1
13.04.2021;23:15:00;1;0;3;1
13.04.2021;23:30:00;0;1;0;1
13.04.2021;23:45:00;2;1;1;1
14.04.2021;00:00:00;1;2;2;1
14.04.2021;00:15:00;0;0;1;0
14.04.2021;00:30:00;0;0;0;1
14.04.2021;00:45:00;0;2;0;0
14.04.2021;01:00:00;0;0;1;0
14.04.2021;01:15:00;0;1;0;0
14.04.2021;01:30:00;0;0;1;0
14.04.2021;01:45:00;2;0;1;1
14.04.2021;02:00:00;0;0;2;0
14.04.2021;02:15:00;0;0;0;0
14.04.2021;02:30:00;0;0;0;0
14.04.2021;02:45:00;0;0;0;0
14.04.2021;03:00:00;0;0;0;0
14.04.2021;03:15:00;0;2;0;0
14.04.2021;03:30:00;0;0;1;0
14.04.2021;03:45:00;0;0;0;1
14.04.2021;04:00:00;0;0;0;0
14.04.2021;04:15:00;0;1;1;0
14.04.2021;04:30:00;0;0;0;1
14.04.2021;04:45:00;1;0;0;0
14.04.2021;05:00:00;0;1;1;0
14.04.2021;05:15:00;6;2;2;1
14.04.2021;05:30:00;7;4;5;2
14.04.2021;05:45:00;4;2;0;5
14.04.2021;06:00:00;2;2;4;4
14.04.2021;06:15:00;8;3;5;6
14.04.2021;06:30:00;2;5;9;3
14.04.2021;06:45:00;11;3;10;3
14.04.2021;07:00:00;13;5;13;6
14.04.2021;07:15:00;8;5;20;9
14.04.2021;07:30:00;11;5;29;14
14.04.2021;07:45:00;15;9;28;23
14.04.2021;08:00:00;9;5;29;13
14.04.2021;08:15:00;7;5;22;15
14.04.2021;08:30:00;13;9;38;22
14.04.2021;08:45:00;12;4;38;26
14.04.2021;09:00:00;7;2;31;12
14.04.2021;09:15:00;2;2;22;19
14.04.2021;09:30:00;4;2;19;12
14.04.2021;09:45:00;8;3;19;10
14.04.2021;10:00:00;2;3;12;6
14.04.2021;10:15:00;2;4;14;3
14.04.2021;10:30:00;1;2;11;6
14.04.2021;10:45:00;3;3;5;7
14.04.2021;11:00:00;3;3;6;12
14.04.2021;11:15:00;1;4;17;10
14.04.2021;11:30:00;5;3;17;10
14.04.2021;11:45:00;6;7;12;14
14.04.2021;12:00:00;5;7;11;18
14.04.2021;12:15:00;1;6;21;8
14.04.2021;12:30:00;8;2;16;20
14.04.2021;12:45:00;6;3;15;18
14.04.2021;13:00:00;2;10;13;7
14.04.2021;13:15:00;3;12;13;11
14.04.2021;13:30:00;8;9;25;13
14.04.2021;13:45:00;8;7;22;11
14.04.2021;14:00:00;10;13;20;19
14.04.2021;14:15:00;9;9;28;7
14.04.2021;14:30:00;11;10;28;8
14.04.2021;14:45:00;10;7;21;18
14.04.2021;15:00:00;9;6;22;11
14.04.2021;15:15:00;5;13;34;14
14.04.2021;15:30:00;9;8;24;20
14.04.2021;15:45:00;12;9;22;15
14.04.2021;16:00:00;14;19;37;13
14.04.2021;16:15:00;7;17;28;13
14.04.2021;16:30:00;8;12;26;14
14.04.2021;16:45:00;11;10;37;17
14.04.2021;17:00:00;11;17;26;14
14.04.2021;17:15:00;8;23;42;14
14.04.2021;17:30:00;18;26;34;16
14.04.2021;17:45:00;18;15;39;16
14.04.2021;18:00:00;10;21;43;16
14.04.2021;18:15:00;2;12;34;10
14.04.2021;18:30:00;12;15;28;25
14.04.2021;18:45:00;8;14;26;11
14.04.2021;19:00:00;3;16;29;13
14.04.2021;19:15:00;6;6;23;5
14.04.2021;19:30:00;4;20;21;13
14.04.2021;19:45:00;8;9;21;15
14.04.2021;20:00:00;2;3;20;9
14.04.2021;20:15:00;5;2;17;9
14.04.2021;20:30:00;4;2;7;5
14.04.2021;20:45:00;0;0;8;6
14.04.2021;21:00:00;2;0;4;2
14.04.2021;21:15:00;1;2;7;3
14.04.2021;21:30:00;1;3;4;2
14.04.2021;21:45:00;2;0;5;5
14.04.2021;22:00:00;2;0;5;1
14.04.2021;22:15:00;0;5;2;5
14.04.2021;22:30:00;1;0;4;1
14.04.2021;22:45:00;2;2;2;0
14.04.2021;23:00:00;1;1;3;2
14.04.2021;23:15:00;1;0;4;1
14.04.2021;23:30:00;2;0;3;0
14.04.2021;23:45:00;0;2;3;0
15.04.2021;00:00:00;1;0;0;1
15.04.2021;00:15:00;0;0;1;0
15.04.2021;00:30:00;2;1;0;0
15.04.2021;00:45:00;0;1;0;1
15.04.2021;01:00:00;1;0;2;0
15.04.2021;01:15:00;0;0;0;0
15.04.2021;01:30:00;0;0;1;0
15.04.2021;01:45:00;0;0;0;1
15.04.2021;02:00:00;0;0;2;0
15.04.2021;02:15:00;0;0;0;1
15.04.2021;02:30:00;0;0;0;0
15.04.2021;02:45:00;0;0;1;1
15.04.2021;03:00:00;0;1;0;0
15.04.2021;03:15:00;0;0;0;1
15.04.2021;03:30:00;0;0;1;0
15.04.2021;03:45:00;0;0;0;1
15.04.2021;04:00:00;0;0;0;0
15.04.2021;04:15:00;0;0;4;0
15.04.2021;04:30:00;0;0;1;2
15.04.2021;04:45:00;1;2;0;1
15.04.2021;05:00:00;0;1;0;0
15.04.2021;05:15:00;9;1;2;0
15.04.2021;05:30:00;3;2;4;0
15.04.2021;05:45:00;8;2;4;2
15.04.2021;06:00:00;4;4;6;2
15.04.2021;06:15:00;11;2;3;3
15.04.2021;06:30:00;5;8;5;6
15.04.2021;06:45:00;8;1;10;4
15.04.2021;07:00:00;12;9;12;10
15.04.2021;07:15:00;9;7;24;2
15.04.2021;07:30:00;14;11;28;17
15.04.2021;07:45:00;15;7;32;20
15.04.2021;08:00:00;10;5;24;17
15.04.2021;08:15:00;13;9;21;16
15.04.2021;08:30:00;9;4;41;23
15.04.2021;08:45:00;5;2;43;35
15.04.2021;09:00:00;7;2;18;14
15.04.2021;09:15:00;6;5;25;16
15.04.2021;09:30:00;4;5;27;11
15.04.2021;09:45:00;3;13;15;15
15.04.2021;10:00:00;5;3;16;13
15.04.2021;10:15:00;2;6;20;9
15.04.2021;10:30:00;5;8;24;9
15.04.2021;10:45:00;4;6;27;9
15.04.2021;11:00:00;6;1;22;15
15.04.2021;11:15:00;8;12;23;10
15.04.2021;11:30:00;4;7;16;14
15.04.2021;11:45:00;8;6;31;21
15.04.2021;12:00:00;8;9;19;17
15.04.2021;12:15:00;13;8;22;12
15.04.2021;12:30:00;7;6;16;12
15.04.2021;12:45:00;4;5;23;15
15.04.2021;13:00:00;5;13;22;19
15.04.2021;13:15:00;6;17;20;19
15.04.2021;13:30:00;10;14;20;18
15.04.2021;13:45:00;7;10;24;13
15.04.2021;14:00:00;5;11;26;16
15.04.2021;14:15:00;7;7;30;12
15.04.2021;14:30:00;10;14;24;13
15.04.2021;14:45:00;10;11;37;18
15.04.2021;15:00:00;10;15;22;10
15.04.2021;15:15:00;8;4;25;19
15.04.2021;15:30:00;8;13;19;15
15.04.2021;15:45:00;8;9;27;16
15.04.2021;16:00:00;9;17;23;10
15.04.2021;16:15:00;16;15;18;18
15.04.2021;16:30:00;16;24;28;23
15.04.2021;16:45:00;15;15;47;16
15.04.2021;17:00:00;12;25;26;25
15.04.2021;17:15:00;9;30;38;23
15.04.2021;17:30:00;17;24;38;15
15.04.2021;17:45:00;15;18;34;12
15.04.2021;18:00:00;9;8;47;16
15.04.2021;18:15:00;9;22;40;23
15.04.2021;18:30:00;9;21;44;10
15.04.2021;18:45:00;22;11;32;16
15.04.2021;19:00:00;16;16;34;15
15.04.2021;19:15:00;10;15;25;16
15.04.2021;19:30:00;2;3;19;10
15.04.2021;19:45:00;4;6;20;11
15.04.2021;20:00:00;8;3;21;8
15.04.2021;20:15:00;4;1;12;5
15.04.2021;20:30:00;6;5;12;6
15.04.2021;20:45:00;2;1;9;3
15.04.2021;21:00:00;2;2;4;2
15.04.2021;21:15:00;4;1;4;1
15.04.2021;21:30:00;1;1;4;3
15.04.2021;21:45:00;5;1;6;0
15.04.2021;22:00:00;0;1;2;3
15.04.2021;22:15:00;0;3;3;2
15.04.2021;22:30:00;3;0;2;0
15.04.2021;22:45:00;3;1;1;1
15.04.2021;23:00:00;0;1;2;3
15.04.2021;23:15:00;0;0;2;1
15.04.2021;23:30:00;1;0;2;1
15.04.2021;23:45:00;1;1;1;0
16.04.2021;00:00:00;2;0;1;0
16.04.2021;00:15:00;0;0;2;1
16.04.2021;00:30:00;0;0;2;1
16.04.2021;00:45:00;0;1;1;0
16.04.2021;01:00:00;0;0;0;0
16.04.2021;01:15:00;0;0;1;1
16.04.2021;01:30:00;0;1;0;1
16.04.2021;01:45:00;0;0;2;1
16.04.2021;02:00:00;0;0;0;0
16.04.2021;02:15:00;1;0;0;1
16.04.2021;02:30:00;1;0;0;0
16.04.2021;02:45:00;0;0;0;0
16.04.2021;03:00:00;0;1;0;0
16.04.2021;03:15:00;0;0;0;1
16.04.2021;03:30:00;0;0;1;1
16.04.2021;03:45:00;0;0;0;0
16.04.2021;04:00:00;0;0;0;0
16.04.2021;04:15:00;0;0;0;0
16.04.2021;04:30:00;0;0;1;1
16.04.2021;04:45:00;0;1;0;1
16.04.2021;05:00:00;0;0;1;0
16.04.2021;05:15:00;11;1;2;2
16.04.2021;05:30:00;4;3;4;0
16.04.2021;05:45:00;3;3;4;2
16.04.2021;06:00:00;2;4;2;1
16.04.2021;06:15:00;10;4;4;3
16.04.2021;06:30:00;8;6;7;8
16.04.2021;06:45:00;10;4;6;5
16.04.2021;07:00:00;12;5;15;9
16.04.2021;07:15:00;13;6;20;6
16.04.2021;07:30:00;16;5;24;13
16.04.2021;07:45:00;19;11;29;24
16.04.2021;08:00:00;7;8;20;16
16.04.2021;08:15:00;12;4;20;16
16.04.2021;08:30:00;13;6;31;16
16.04.2021;08:45:00;9;7;42;23
16.04.2021;09:00:00;4;10;21;16
16.04.2021;09:15:00;2;8;17;14
16.04.2021;09:30:00;3;1;17;8
16.04.2021;09:45:00;4;3;18;9
16.04.2021;10:00:00;2;7;15;11
16.04.2021;10:15:00;2;2;21;15
16.04.2021;10:30:00;5;7;24;12
16.04.2021;10:45:00;9;6;16;14
16.04.2021;11:00:00;3;12;22;10
16.04.2021;11:15:00;6;7;13;13
16.04.2021;11:30:00;4;9;21;10
16.04.2021;11:45:00;6;12;40;9
16.04.2021;12:00:00;8;13;20;12
16.04.2021;12:15:00;7;6;16;22
16.04.2021;12:30:00;7;25;14;18
16.04.2021;12:45:00;9;13;19;16
16.04.2021;13:00:00;16;15;20;13
16.04.2021;13:15:00;7;7;30;21
16.04.2021;13:30:00;14;9;20;9
16.04.2021;13:45:00;9;13;28;17
16.04.2021;14:00:00;14;12;29;17
16.04.2021;14:15:00;10;9;31;17
16.04.2021;14:30:00;11;17;38;19
16.04.2021;14:45:00;12;15;48;17
16.04.2021;15:00:00;7;19;38;16
16.04.2021;15:15:00;14;17;29;26
16.04.2021;15:30:00;7;22;39;14
16.04.2021;15:45:00;18;17;21;24
16.04.2021;16:00:00;17;27;33;19
16.04.2021;16:15:00;17;22;37;23
16.04.2021;16:30:00;10;33;36;22
16.04.2021;16:45:00;13;22;36;17
16.04.2021;17:00:00;20;23;34;23
16.04.2021;17:15:00;11;22;48;21
16.04.2021;17:30:00;13;16;44;24
16.04.2021;17:45:00;12;27;38;24
16.04.2021;18:00:00;27;18;38;30
16.04.2021;18:15:00;13;14;44;17
16.04.2021;18:30:00;18;16;31;19
16.04.2021;18:45:00;14;10;38;22
16.04.2021;19:00:00;7;9;32;12
16.04.2021;19:15:00;7;15;32;10
16.04.2021;19:30:00;5;14;36;12
16.04.2021;19:45:00;4;1;28;9
16.04.2021;20:00:00;9;9;18;7
16.04.2021;20:15:00;4;2;16;6
16.04.2021;20:30:00;5;2;16;9
16.04.2021;20:45:00;1;4;6;8
16.04.2021;21:00:00;3;4;11;3
16.04.2021;21:15:00;1;7;7;1
16.04.2021;21:30:00;4;4;4;2
16.04.2021;21:45:00;4;0;5;0
16.04.2021;22:00:00;0;2;4;3
16.04.2021;22:15:00;1;7;3;3
16.04.2021;22:30:00;2;1;4;1
16.04.2021;22:45:00;1;1;3;0
16.04.2021;23:00:00;0;0;3;2
16.04.2021;23:15:00;0;0;5;1
16.04.2021;23:30:00;0;1;6;2
16.04.2021;23:45:00;0;0;1;2
17.04.2021;00:00:00;1;1;1;2
17.04.2021;00:15:00;0;0;4;0
17.04.2021;00:30:00;0;0;1;0
17.04.2021;00:45:00;0;0;8;0
17.04.2021;01:00:00;0;1;3;1
17.04.2021;01:15:00;0;1;0;2
17.04.2021;01:30:00;0;0;2;1
17.04.2021;01:45:00;0;0;3;1
17.04.2021;02:00:00;0;0;0;0
17.04.2021;02:15:00;0;0;0;0
17.04.2021;02:30:00;1;0;1;0
17.04.2021;02:45:00;0;1;1;0
17.04.2021;03:00:00;0;1;0;1
17.04.2021;03:15:00;0;0;1;1
17.04.2021;03:30:00;0;0;1;0
17.04.2021;03:45:00;1;0;0;0
17.04.2021;04:00:00;0;0;1;1
17.04.2021;04:15:00;0;0;0;0
17.04.2021;04:30:00;0;0;3;0
17.04.2021;04:45:00;0;1;1;0
17.04.2021;05:00:00;0;0;0;0
17.04.2021;05:15:00;1;1;1;0
17.04.2021;05:30:00;0;1;1;0
17.04.2021;05:45:00;0;0;4;4
17.04.2021;06:00:00;0;0;0;1
17.04.2021;06:15:00;0;0;1;0
17.04.2021;06:30:00;0;0;1;0
17.04.2021;06:45:00;0;1;1;1
17.04.2021;07:00:00;0;3;0;1
17.04.2021;07:15:00;0;3;3;3
17.04.2021;07:30:00;0;4;4;2
17.04.2021;07:45:00;0;3;2;1
17.04.2021;08:00:00;1;4;11;3
17.04.2021;08:15:00;2;5;7;4
17.04.2021;08:30:00;3;9;10;8
17.04.2021;08:45:00;4;11;9;11
17.04.2021;09:00:00;7;1;3;8
17.04.2021;09:15:00;7;10;9;11
17.04.2021;09:30:00;5;10;17;11
17.04.2021;09:45:00;9;12;17;14
17.04.2021;10:00:00;2;12;17;7
17.04.2021;10:15:00;8;16;21;14
17.04.2021;10:30:00;10;18;19;11
17.04.2021;10:45:00;12;28;28;12
17.04.2021;11:00:00;21;24;23;15
17.04.2021;11:15:00;14;28;20;18
17.04.2021;11:30:00;13;28;35;24
17.04.2021;11:45:00;18;31;37;21
17.04.2021;12:00:00;29;36;39;15
17.04.2021;12:15:00;17;50;42;26
17.04.2021;12:30:00;20;36;38;20
17.04.2021;12:45:00;33;26;57;24
17.04.2021;13:00:00;27;41;59;35
17.04.2021;13:15:00;20;21;33;33
17.04.2021;13:30:00;23;33;43;21
17.04.2021;13:45:00;29;37;41;37
17.04.2021;14:00:00;16;33;61;30
17.04.2021;14:15:00;32;45;51;38
17.04.2021;14:30:00;24;44;40;31
17.04.2021;14:45:00;34;39;38;33
17.04.2021;15:00:00;30;38;48;23
17.04.2021;15:15:00;39;41;47;28
17.04.2021;15:30:00;25;30;33;38
17.04.2021;15:45:00;19;44;41;24
17.04.2021;16:00:00;24;39;36;15
17.04.2021;16:15:00;27;24;32;21
17.04.2021;16:30:00;17;19;27;24
17.04.2021;16:45:00;23;28;32;32
17.04.2021;17:00:00;14;25;35;29
17.04.2021;17:15:00;22;26;40;30
17.04.2021;17:30:00;26;22;25;19
17.04.2021;17:45:00;7;14;34;24
17.04.2021;18:00:00;11;15;27;15
17.04.2021;18:15:00;9;12;20;6
17.04.2021;18:30:00;13;12;20;13
17.04.2021;18:45:00;10;9;27;22
17.04.2021;19:00:00;1;8;26;14
17.04.2021;19:15:00;2;5;31;14
17.04.2021;19:30:00;4;8;21;13
17.04.2021;19:45:00;6;9;15;5
17.04.2021;20:00:00;2;1;12;8
17.04.2021;20:15:00;1;4;17;10
17.04.2021;20:30:00;2;2;6;5
17.04.2021;20:45:00;7;2;3;14
17.04.2021;21:00:00;1;0;8;6
17.04.2021;21:15:00;0;1;7;2
17.04.2021;21:30:00;0;2;6;4
17.04.2021;21:45:00;1;1;1;1
17.04.2021;22:00:00;1;1;0;0
17.04.2021;22:15:00;0;2;7;0
17.04.2021;22:30:00;0;0;4;3
17.04.2021;22:45:00;1;0;4;2
17.04.2021;23:00:00;0;0;2;2
17.04.2021;23:15:00;0;0;2;4
17.04.2021;23:30:00;0;0;3;1
17.04.2021;23:45:00;0;1;5;1
18.04.2021;00:00:00;0;3;3;4
18.04.2021;00:15:00;0;0;5;1
18.04.2021;00:30:00;0;0;2;0
18.04.2021;00:45:00;0;0;4;2
18.04.2021;01:00:00;0;1;0;0
18.04.2021;01:15:00;0;0;5;0
18.04.2021;01:30:00;0;0;2;0
18.04.2021;01:45:00;0;0;2;0
18.04.2021;02:00:00;0;0;2;1
18.04.2021;02:15:00;0;0;2;0
18.04.2021;02:30:00;0;0;3;0
18.04.2021;02:45:00;0;0;1;0
18.04.2021;03:00:00;0;0;1;1
18.04.2021;03:15:00;0;0;2;0
18.04.2021;03:30:00;0;0;0;0
18.04.2021;03:45:00;0;0;1;0
18.04.2021;04:00:00;0;0;1;0
18.04.2021;04:15:00;0;0;0;0
18.04.2021;04:30:00;0;0;0;1
18.04.2021;04:45:00;0;1;0;0
18.04.2021;05:00:00;0;0;0;0
18.04.2021;05:15:00;0;0;0;0
18.04.2021;05:30:00;0;1;2;0
18.04.2021;05:45:00;0;0;3;0
18.04.2021;06:00:00;0;0;1;2
18.04.2021;06:15:00;0;0;0;1
18.04.2021;06:30:00;0;0;0;0
18.04.2021;06:45:00;1;0;2;0
18.04.2021;07:00:00;2;1;3;1
18.04.2021;07:15:00;0;1;1;0
18.04.2021;07:30:00;1;4;3;1
18.04.2021;07:45:00;2;3;0;2
18.04.2021;08:00:00;2;3;3;3
18.04.2021;08:15:00;7;3;1;0
18.04.2021;08:30:00;1;4;8;1
18.04.2021;08:45:00;2;5;0;3
18.04.2021;09:00:00;3;7;8;3
18.04.2021;09:15:00;5;7;12;5
18.04.2021;09:30:00;3;6;7;2
18.04.2021;09:45:00;9;9;8;5
18.04.2021;10:00:00;9;10;5;7
18.04.2021;10:15:00;9;15;21;9
18.04.2021;10:30:00;9;21;12;6
18.04.2021;10:45:00;7;24;19;2
18.04.2021;11:00:00;14;14;19;13
18.04.2021;11:15:00;17;30;15;5
18.04.2021;11:30:00;12;25;25;7
18.04.2021;11:45:00;16;72;31;10
18.04.2021;12:00:00;19;24;19;8
18.04.2021;12:15:00;27;33;30;6
18.04.2021;12:30:00;25;51;35;14
18.04.2021;12:45:00;28;35;26;11
18.04.2021;13:00:00;16;46;41;13
18.04.2021;13:15:00;24;18;42;18
18.04.2021;13:30:00;17;26;27;13
18.04.2021;13:45:00;24;26;33;18
18.04.2021;14:00:00;15;42;36;15
18.04.2021;14:15:00;25;35;33;8
18.04.2021;14:30:00;20;50;21;20
